,DATASET,TYPE,MODEL_TYPE,ZETA,FLIP,PROP,ACCURACY
383,THYROID,FLOW3,SGDClassifier,1,0,4,0.5303867403314917
384,THYROID,FLOW3,SGDClassifier,1,0,4,0.5480662983425414
385,THYROID,FLOW3,SGDClassifier,1,0,4,0.15138121546961325
386,THYROID,FLOW3,SGDClassifier,1,0,4,0.9480662983425414
387,THYROID,FLOW3,SGDClassifier,1,0,4,0.09281767955801105
388,THYROID,FLOW3,SGDClassifier,1,0,4,0.7502762430939226
389,THYROID,FLOW3,SGDClassifier,1,0,4,0.9281767955801105
390,THYROID,FLOW3,SGDClassifier,1,3,4,0.09281767955801105
391,THYROID,FLOW3,SGDClassifier,1,3,4,0.09281767955801105
392,THYROID,FLOW3,SGDClassifier,1,3,4,0.09281767955801105
393,THYROID,FLOW3,SGDClassifier,1,3,4,0.09281767955801105
394,THYROID,FLOW3,SGDClassifier,1,3,4,0.09281767955801105
395,THYROID,FLOW3,SGDClassifier,1,3,4,0.10165745856353592
396,THYROID,FLOW3,SGDClassifier,1,3,4,0.09281767955801105
397,THYROID,FLOW3,SGDClassifier,1,3,4,0.09281767955801105
398,THYROID,FLOW3,SGDClassifier,1,3,4,0.09281767955801105
399,THYROID,FLOW3,SGDClassifier,1,3,4,0.09281767955801105
400,THYROID,FLOW3,SGDClassifier,3,0,6,0.09392265193370165
401,THYROID,FLOW3,SGDClassifier,3,0,6,0.876243093922652
402,THYROID,FLOW3,SGDClassifier,3,0,6,0.9447513812154696
403,THYROID,FLOW3,SGDClassifier,3,0,6,0.9447513812154696
404,THYROID,FLOW3,SGDClassifier,3,0,6,0.9270718232044199
405,THYROID,FLOW3,SGDClassifier,3,0,6,0.7104972375690608
406,THYROID,FLOW3,SGDClassifier,3,0,6,0.09944751381215469
407,THYROID,FLOW3,SGDClassifier,3,0,6,0.6541436464088398
408,THYROID,FLOW3,SGDClassifier,3,0,6,0.9447513812154696
409,THYROID,FLOW3,SGDClassifier,3,0,6,0.918232044198895
410,THYROID,FLOW3,SGDClassifier,3,1,8,0.9270718232044199
411,THYROID,FLOW3,SGDClassifier,3,1,8,0.9370165745856354
412,THYROID,FLOW3,SGDClassifier,3,1,8,0.9546961325966851
413,THYROID,FLOW3,SGDClassifier,3,1,8,0.887292817679558
414,THYROID,FLOW3,SGDClassifier,3,1,8,0.8784530386740331
415,THYROID,FLOW3,SGDClassifier,3,1,8,0.1878453038674033
416,THYROID,FLOW3,SGDClassifier,3,1,8,0.949171270718232
417,THYROID,FLOW3,SGDClassifier,3,1,8,0.5259668508287293
418,THYROID,FLOW3,SGDClassifier,3,1,8,0.16464088397790055
419,THYROID,FLOW3,SGDClassifier,3,1,8,0.09281767955801105
420,THYROID,FLOW3,SGDClassifier,3,1,0,0.7491712707182321
421,THYROID,FLOW3,SGDClassifier,3,1,0,0.8994475138121547
422,THYROID,FLOW3,SGDClassifier,3,1,0,0.5348066298342542
423,THYROID,FLOW3,SGDClassifier,3,1,0,0.9458563535911603
424,THYROID,FLOW3,SGDClassifier,3,1,0,0.9447513812154696
425,THYROID,FLOW3,SGDClassifier,3,1,0,0.8994475138121547
426,THYROID,FLOW3,SGDClassifier,3,1,0,0.26298342541436465
427,THYROID,FLOW3,SGDClassifier,3,1,0,0.9359116022099447
428,THYROID,FLOW3,SGDClassifier,3,1,0,0.09281767955801105
429,THYROID,FLOW3,SGDClassifier,3,1,0,0.9237569060773481
430,THYROID,FLOW3,SGDClassifier,3,1,2,0.901657458563536
431,THYROID,FLOW3,SGDClassifier,3,1,2,0.9458563535911603
432,THYROID,FLOW3,SGDClassifier,3,1,2,0.10497237569060773
433,THYROID,FLOW3,SGDClassifier,3,1,2,0.9447513812154696
434,THYROID,FLOW3,SGDClassifier,3,1,2,0.49281767955801103
435,THYROID,FLOW3,SGDClassifier,3,1,2,0.3392265193370166
436,THYROID,FLOW3,SGDClassifier,3,1,2,0.8187845303867404
437,THYROID,FLOW3,SGDClassifier,3,1,2,0.3602209944751381
438,THYROID,FLOW3,SGDClassifier,3,1,2,0.09281767955801105
439,THYROID,FLOW3,SGDClassifier,3,1,2,0.09281767955801105
440,THYROID,FLOW3,SGDClassifier,3,2,0,0.9370165745856354
441,THYROID,FLOW3,SGDClassifier,3,2,0,0.943646408839779
442,THYROID,FLOW3,SGDClassifier,3,2,0,0.9248618784530387
443,THYROID,FLOW3,SGDClassifier,3,2,0,0.2883977900552486
444,THYROID,FLOW3,SGDClassifier,3,2,0,0.9259668508287293
445,THYROID,FLOW3,SGDClassifier,3,2,0,0.09502762430939227
446,THYROID,FLOW3,SGDClassifier,3,2,0,0.44751381215469616
447,THYROID,FLOW3,SGDClassifier,3,2,0,0.1856353591160221
448,THYROID,FLOW3,SGDClassifier,3,2,0,0.9469613259668508
449,THYROID,FLOW3,SGDClassifier,3,2,0,0.9469613259668508
450,THYROID,FLOW3,SGDClassifier,3,2,2,0.8972375690607735
451,THYROID,FLOW3,SGDClassifier,3,2,2,0.656353591160221
452,THYROID,FLOW3,SGDClassifier,3,2,2,0.9281767955801105
453,THYROID,FLOW3,SGDClassifier,3,2,2,0.5922651933701657
454,THYROID,FLOW3,SGDClassifier,3,2,2,0.9348066298342541
455,THYROID,FLOW3,SGDClassifier,3,2,2,0.6828729281767956
456,THYROID,FLOW3,SGDClassifier,3,2,2,0.9392265193370166
457,THYROID,FLOW3,SGDClassifier,3,2,2,0.518232044198895
458,THYROID,FLOW3,SGDClassifier,3,2,2,0.09281767955801105
459,THYROID,FLOW3,SGDClassifier,3,2,2,0.1867403314917127
460,THYROID,FLOW3,SGDClassifier,3,3,6,0.09281767955801105
461,THYROID,FLOW3,SGDClassifier,3,3,6,0.09281767955801105
462,THYROID,FLOW3,SGDClassifier,3,3,6,0.09281767955801105
463,THYROID,FLOW3,SGDClassifier,3,3,6,0.09281767955801105
464,THYROID,FLOW3,SGDClassifier,3,3,6,0.09281767955801105
465,THYROID,FLOW3,SGDClassifier,3,3,6,0.09281767955801105
466,THYROID,FLOW3,SGDClassifier,3,3,6,0.09281767955801105
467,THYROID,FLOW3,SGDClassifier,3,3,6,0.09281767955801105
468,THYROID,FLOW3,SGDClassifier,3,3,6,0.09281767955801105
469,THYROID,FLOW3,SGDClassifier,3,3,6,0.09281767955801105
470,THYROID,FLOW3,SGDClassifier,3,0,0,0.9370165745856354
471,THYROID,FLOW3,SGDClassifier,3,0,0,0.09281767955801105
472,THYROID,FLOW3,SGDClassifier,3,0,0,0.9480662983425414
473,THYROID,FLOW3,SGDClassifier,3,0,0,0.5723756906077349
474,THYROID,FLOW3,SGDClassifier,3,0,0,0.9138121546961326
475,THYROID,FLOW3,SGDClassifier,3,0,0,0.8408839779005525
476,THYROID,FLOW3,SGDClassifier,3,0,0,0.9458563535911603
477,THYROID,FLOW3,SGDClassifier,3,0,0,0.6331491712707182
478,THYROID,FLOW3,SGDClassifier,3,0,0,0.949171270718232
479,THYROID,FLOW3,SGDClassifier,3,0,0,0.9104972375690608
480,THYROID,FLOW3,SGDClassifier,3,1,6,0.7933701657458564
481,THYROID,FLOW3,SGDClassifier,3,1,6,0.9458563535911603
482,THYROID,FLOW3,SGDClassifier,3,1,6,0.6784530386740332
483,THYROID,FLOW3,SGDClassifier,3,1,6,0.9370165745856354
484,THYROID,FLOW3,SGDClassifier,3,1,6,0.9458563535911603
485,THYROID,FLOW3,SGDClassifier,3,1,6,0.09281767955801105
486,THYROID,FLOW3,SGDClassifier,3,1,6,0.18453038674033148
487,THYROID,FLOW3,SGDClassifier,3,1,6,0.09281767955801105
488,THYROID,FLOW3,SGDClassifier,3,1,6,0.9414364640883978
489,THYROID,FLOW3,SGDClassifier,3,1,6,0.5558011049723757
490,THYROID,FLOW3,SGDClassifier,3,1,4,0.1292817679558011
491,THYROID,FLOW3,SGDClassifier,3,1,4,0.4607734806629834
492,THYROID,FLOW3,SGDClassifier,3,1,4,0.33812154696132596
493,THYROID,FLOW3,SGDClassifier,3,1,4,0.09281767955801105
494,THYROID,FLOW3,SGDClassifier,3,1,4,0.712707182320442
495,THYROID,FLOW3,SGDClassifier,3,1,4,0.625414364640884
496,THYROID,FLOW3,SGDClassifier,3,1,4,0.9193370165745857
497,THYROID,FLOW3,SGDClassifier,3,1,4,0.8519337016574585
498,THYROID,FLOW3,SGDClassifier,3,1,4,0.9314917127071823
499,THYROID,FLOW3,SGDClassifier,3,1,4,0.7303867403314918
500,THYROID,FLOW3,SGDClassifier,3,2,6,0.09281767955801105
501,THYROID,FLOW3,SGDClassifier,3,2,6,0.09281767955801105
502,THYROID,FLOW3,SGDClassifier,3,2,6,0.09281767955801105
503,THYROID,FLOW3,SGDClassifier,3,2,6,0.9469613259668508
504,THYROID,FLOW3,SGDClassifier,3,2,6,0.9447513812154696
505,THYROID,FLOW3,SGDClassifier,3,2,6,0.8950276243093923
506,THYROID,FLOW3,SGDClassifier,3,2,6,0.9480662983425414
507,THYROID,FLOW3,SGDClassifier,3,2,6,0.09281767955801105
508,THYROID,FLOW3,SGDClassifier,3,2,6,0.09281767955801105
509,THYROID,FLOW3,SGDClassifier,3,2,6,0.9458563535911603
510,THYROID,FLOW3,SGDClassifier,3,2,4,0.5049723756906077
511,THYROID,FLOW3,SGDClassifier,3,2,4,0.4154696132596685
512,THYROID,FLOW3,SGDClassifier,3,2,4,0.16685082872928178
513,THYROID,FLOW3,SGDClassifier,3,2,4,0.9425414364640884
514,THYROID,FLOW3,SGDClassifier,3,2,4,0.6817679558011049
515,THYROID,FLOW3,SGDClassifier,3,2,4,0.9160220994475138
516,THYROID,FLOW3,SGDClassifier,3,2,4,0.6795580110497238
517,THYROID,FLOW3,SGDClassifier,3,2,4,0.901657458563536
518,THYROID,FLOW3,SGDClassifier,3,2,4,0.9414364640883978
519,THYROID,FLOW3,SGDClassifier,3,2,4,0.9480662983425414
520,THYROID,FLOW3,SGDClassifier,3,3,0,0.9425414364640884
521,THYROID,FLOW3,SGDClassifier,3,3,0,0.9447513812154696
522,THYROID,FLOW3,SGDClassifier,3,3,0,0.9027624309392265
523,THYROID,FLOW3,SGDClassifier,3,3,0,0.9160220994475138
524,THYROID,FLOW3,SGDClassifier,3,3,0,0.9248618784530387
525,THYROID,FLOW3,SGDClassifier,3,3,0,0.35911602209944754
526,THYROID,FLOW3,SGDClassifier,3,3,0,0.9458563535911603
527,THYROID,FLOW3,SGDClassifier,3,3,0,0.9259668508287293
528,THYROID,FLOW3,SGDClassifier,3,3,0,0.10165745856353592
529,THYROID,FLOW3,SGDClassifier,3,3,0,0.7458563535911602
530,THYROID,FLOW3,SGDClassifier,3,2,8,0.949171270718232
531,THYROID,FLOW3,SGDClassifier,3,2,8,0.5779005524861879
532,THYROID,FLOW3,SGDClassifier,3,2,8,0.9546961325966851
533,THYROID,FLOW3,SGDClassifier,3,2,8,0.9314917127071823
534,THYROID,FLOW3,SGDClassifier,3,2,8,0.9171270718232044
535,THYROID,FLOW3,SGDClassifier,3,2,8,0.1138121546961326
536,THYROID,FLOW3,SGDClassifier,3,2,8,0.9414364640883978
537,THYROID,FLOW3,SGDClassifier,3,2,8,0.09281767955801105
538,THYROID,FLOW3,SGDClassifier,3,2,8,0.9337016574585635
539,THYROID,FLOW3,SGDClassifier,3,2,8,0.09281767955801105
540,THYROID,FLOW3,SGDClassifier,3,3,2,0.09281767955801105
541,THYROID,FLOW3,SGDClassifier,3,3,2,0.09281767955801105
542,THYROID,FLOW3,SGDClassifier,3,3,2,0.09281767955801105
543,THYROID,FLOW3,SGDClassifier,3,3,2,0.7116022099447514
544,THYROID,FLOW3,SGDClassifier,3,3,2,0.09281767955801105
545,THYROID,FLOW3,SGDClassifier,3,3,2,0.09281767955801105
546,THYROID,FLOW3,SGDClassifier,3,3,2,0.9005524861878453
547,THYROID,FLOW3,SGDClassifier,3,3,2,0.09281767955801105
548,THYROID,FLOW3,SGDClassifier,3,3,2,0.2143646408839779
549,THYROID,FLOW3,SGDClassifier,3,3,2,0.09281767955801105
550,THYROID,FLOW3,SGDClassifier,3,0,2,0.9303867403314917
551,THYROID,FLOW3,SGDClassifier,3,0,2,0.16685082872928178
552,THYROID,FLOW3,SGDClassifier,3,0,2,0.09281767955801105
553,THYROID,FLOW3,SGDClassifier,3,0,2,0.9281767955801105
554,THYROID,FLOW3,SGDClassifier,3,0,2,0.9458563535911603
555,THYROID,FLOW3,SGDClassifier,3,0,2,0.9469613259668508
556,THYROID,FLOW3,SGDClassifier,3,0,2,0.9469613259668508
557,THYROID,FLOW3,SGDClassifier,3,0,2,0.7248618784530386
558,THYROID,FLOW3,SGDClassifier,3,0,2,0.9348066298342541
559,THYROID,FLOW3,SGDClassifier,3,0,2,0.943646408839779
560,THYROID,FLOW3,SGDClassifier,3,3,8,0.09281767955801105
561,THYROID,FLOW3,SGDClassifier,3,3,8,0.09281767955801105
562,THYROID,FLOW3,SGDClassifier,3,3,8,0.09281767955801105
563,THYROID,FLOW3,SGDClassifier,3,3,8,0.09281767955801105
564,THYROID,FLOW3,SGDClassifier,3,3,8,0.09281767955801105
565,THYROID,FLOW3,SGDClassifier,3,3,8,0.09281767955801105
566,THYROID,FLOW3,SGDClassifier,3,3,8,0.09281767955801105
567,THYROID,FLOW3,SGDClassifier,3,3,8,0.09281767955801105
568,THYROID,FLOW3,SGDClassifier,3,3,8,0.09281767955801105
569,THYROID,FLOW3,SGDClassifier,3,3,8,0.09281767955801105
570,THYROID,FLOW3,SGDClassifier,3,0,8,0.9469613259668508
571,THYROID,FLOW3,SGDClassifier,3,0,8,0.9093922651933701
572,THYROID,FLOW3,SGDClassifier,3,0,8,0.09281767955801105
573,THYROID,FLOW3,SGDClassifier,3,0,8,0.09281767955801105
574,THYROID,FLOW3,SGDClassifier,3,0,8,0.856353591160221
575,THYROID,FLOW3,SGDClassifier,3,0,8,0.31712707182320443
576,THYROID,FLOW3,SGDClassifier,3,0,8,0.9469613259668508
577,THYROID,FLOW3,SGDClassifier,3,0,8,0.8994475138121547
578,THYROID,FLOW3,SGDClassifier,3,0,8,0.5955801104972376
579,THYROID,FLOW3,SGDClassifier,3,0,8,0.9215469613259668
580,THYROID,FLOW3,SGDClassifier,3,0,4,0.10276243093922652
581,THYROID,FLOW3,SGDClassifier,3,0,4,0.8430939226519337
582,THYROID,FLOW3,SGDClassifier,3,0,4,0.8386740331491712
583,THYROID,FLOW3,SGDClassifier,3,0,4,0.9447513812154696
584,THYROID,FLOW3,SGDClassifier,3,0,4,0.9447513812154696
585,THYROID,FLOW3,SGDClassifier,3,0,4,0.23867403314917127
586,THYROID,FLOW3,SGDClassifier,3,0,4,0.143646408839779
587,THYROID,FLOW3,SGDClassifier,3,0,4,0.9414364640883978
588,THYROID,FLOW3,SGDClassifier,3,0,4,0.312707182320442
589,THYROID,FLOW3,SGDClassifier,3,0,4,0.09281767955801105
590,THYROID,FLOW3,SGDClassifier,3,3,4,0.09281767955801105
591,THYROID,FLOW3,SGDClassifier,3,3,4,0.09281767955801105
592,THYROID,FLOW3,SGDClassifier,3,3,4,0.09281767955801105
593,THYROID,FLOW3,SGDClassifier,3,3,4,0.09281767955801105
594,THYROID,FLOW3,SGDClassifier,3,3,4,0.09281767955801105
595,THYROID,FLOW3,SGDClassifier,3,3,4,0.949171270718232
596,THYROID,FLOW3,SGDClassifier,3,3,4,0.09613259668508287
597,THYROID,FLOW3,SGDClassifier,3,3,4,0.09281767955801105
598,THYROID,FLOW3,SGDClassifier,3,3,4,0.09281767955801105
599,THYROID,FLOW3,SGDClassifier,3,3,4,0.09281767955801105
600,THYROID,FLOW3,SGDClassifier,4,0,6,0.9502762430939227
601,THYROID,FLOW3,SGDClassifier,4,0,6,0.09281767955801105
602,THYROID,FLOW3,SGDClassifier,4,0,6,0.9469613259668508
603,THYROID,FLOW3,SGDClassifier,4,0,6,0.2906077348066298
604,THYROID,FLOW3,SGDClassifier,4,0,6,0.4176795580110497
605,THYROID,FLOW3,SGDClassifier,4,0,6,0.876243093922652
606,THYROID,FLOW3,SGDClassifier,4,0,6,0.9502762430939227
607,THYROID,FLOW3,SGDClassifier,4,0,6,0.918232044198895
608,THYROID,FLOW3,SGDClassifier,4,0,6,0.17016574585635358
609,THYROID,FLOW3,SGDClassifier,4,0,6,0.9447513812154696
610,THYROID,FLOW3,SGDClassifier,4,1,8,0.09834254143646409
611,THYROID,FLOW3,SGDClassifier,4,1,8,0.9292817679558011
612,THYROID,FLOW3,SGDClassifier,4,1,8,0.9348066298342541
613,THYROID,FLOW3,SGDClassifier,4,1,8,0.09281767955801105
614,THYROID,FLOW3,SGDClassifier,4,1,8,0.5668508287292817
615,THYROID,FLOW3,SGDClassifier,4,1,8,0.938121546961326
616,THYROID,FLOW3,SGDClassifier,4,1,8,0.9469613259668508
617,THYROID,FLOW3,SGDClassifier,4,1,8,0.9259668508287293
618,THYROID,FLOW3,SGDClassifier,4,1,8,0.9447513812154696
619,THYROID,FLOW3,SGDClassifier,4,1,8,0.6762430939226519
620,THYROID,FLOW3,SGDClassifier,4,1,0,0.8486187845303867
621,THYROID,FLOW3,SGDClassifier,4,1,0,0.19889502762430938
622,THYROID,FLOW3,SGDClassifier,4,1,0,0.6066298342541436
623,THYROID,FLOW3,SGDClassifier,4,1,0,0.549171270718232
624,THYROID,FLOW3,SGDClassifier,4,1,0,0.9138121546961326
625,THYROID,FLOW3,SGDClassifier,4,1,0,0.9403314917127071
626,THYROID,FLOW3,SGDClassifier,4,1,0,0.3270718232044199
627,THYROID,FLOW3,SGDClassifier,4,1,0,0.9546961325966851
628,THYROID,FLOW3,SGDClassifier,4,1,0,0.943646408839779
629,THYROID,FLOW3,SGDClassifier,4,1,0,0.9370165745856354
630,THYROID,FLOW3,SGDClassifier,4,1,2,0.09281767955801105
631,THYROID,FLOW3,SGDClassifier,4,1,2,0.9524861878453039
632,THYROID,FLOW3,SGDClassifier,4,1,2,0.9458563535911603
633,THYROID,FLOW3,SGDClassifier,4,1,2,0.09281767955801105
634,THYROID,FLOW3,SGDClassifier,4,1,2,0.9215469613259668
635,THYROID,FLOW3,SGDClassifier,4,1,2,0.09281767955801105
636,THYROID,FLOW3,SGDClassifier,4,1,2,0.9425414364640884
637,THYROID,FLOW3,SGDClassifier,4,1,2,0.7624309392265194
638,THYROID,FLOW3,SGDClassifier,4,1,2,0.09281767955801105
639,THYROID,FLOW3,SGDClassifier,4,1,2,0.9447513812154696
640,THYROID,FLOW3,SGDClassifier,4,2,0,0.9425414364640884
641,THYROID,FLOW3,SGDClassifier,4,2,0,0.9270718232044199
642,THYROID,FLOW3,SGDClassifier,4,2,0,0.9469613259668508
643,THYROID,FLOW3,SGDClassifier,4,2,0,0.9215469613259668
644,THYROID,FLOW3,SGDClassifier,4,2,0,0.9403314917127071
645,THYROID,FLOW3,SGDClassifier,4,2,0,0.09834254143646409
646,THYROID,FLOW3,SGDClassifier,4,2,0,0.8187845303867404
647,THYROID,FLOW3,SGDClassifier,4,2,0,0.9359116022099447
648,THYROID,FLOW3,SGDClassifier,4,2,0,0.9458563535911603
649,THYROID,FLOW3,SGDClassifier,4,2,0,0.9348066298342541
650,THYROID,FLOW3,SGDClassifier,4,2,2,0.09281767955801105
651,THYROID,FLOW3,SGDClassifier,4,2,2,0.09281767955801105
652,THYROID,FLOW3,SGDClassifier,4,2,2,0.9425414364640884
653,THYROID,FLOW3,SGDClassifier,4,2,2,0.9458563535911603
654,THYROID,FLOW3,SGDClassifier,4,2,2,0.2408839779005525
655,THYROID,FLOW3,SGDClassifier,4,2,2,0.09281767955801105
656,THYROID,FLOW3,SGDClassifier,4,2,2,0.6486187845303868
657,THYROID,FLOW3,SGDClassifier,4,2,2,0.9027624309392265
658,THYROID,FLOW3,SGDClassifier,4,2,2,0.9569060773480663
659,THYROID,FLOW3,SGDClassifier,4,2,2,0.9458563535911603
660,THYROID,FLOW3,SGDClassifier,4,3,6,0.09281767955801105
661,THYROID,FLOW3,SGDClassifier,4,3,6,0.09281767955801105
662,THYROID,FLOW3,SGDClassifier,4,3,6,0.09281767955801105
663,THYROID,FLOW3,SGDClassifier,4,3,6,0.09281767955801105
664,THYROID,FLOW3,SGDClassifier,4,3,6,0.09281767955801105
665,THYROID,FLOW3,SGDClassifier,4,3,6,0.09281767955801105
666,THYROID,FLOW3,SGDClassifier,4,3,6,0.09281767955801105
667,THYROID,FLOW3,SGDClassifier,4,3,6,0.09281767955801105
668,THYROID,FLOW3,SGDClassifier,4,3,6,0.09281767955801105
669,THYROID,FLOW3,SGDClassifier,4,3,6,0.09281767955801105
670,THYROID,FLOW3,SGDClassifier,4,0,0,0.9458563535911603
671,THYROID,FLOW3,SGDClassifier,4,0,0,0.9425414364640884
672,THYROID,FLOW3,SGDClassifier,4,0,0,0.9458563535911603
673,THYROID,FLOW3,SGDClassifier,4,0,0,0.7602209944751381
674,THYROID,FLOW3,SGDClassifier,4,0,0,0.7502762430939226
675,THYROID,FLOW3,SGDClassifier,4,0,0,0.16574585635359115
676,THYROID,FLOW3,SGDClassifier,4,0,0,0.9458563535911603
677,THYROID,FLOW3,SGDClassifier,4,0,0,0.9270718232044199
678,THYROID,FLOW3,SGDClassifier,4,0,0,0.7546961325966851
679,THYROID,FLOW3,SGDClassifier,4,0,0,0.3314917127071823
680,THYROID,FLOW3,SGDClassifier,4,1,6,0.9469613259668508
681,THYROID,FLOW3,SGDClassifier,4,1,6,0.9259668508287293
682,THYROID,FLOW3,SGDClassifier,4,1,6,0.8994475138121547
683,THYROID,FLOW3,SGDClassifier,4,1,6,0.7116022099447514
684,THYROID,FLOW3,SGDClassifier,4,1,6,0.8696132596685083
685,THYROID,FLOW3,SGDClassifier,4,1,6,0.9502762430939227
686,THYROID,FLOW3,SGDClassifier,4,1,6,0.938121546961326
687,THYROID,FLOW3,SGDClassifier,4,1,6,0.8674033149171271
688,THYROID,FLOW3,SGDClassifier,4,1,6,0.8629834254143647
689,THYROID,FLOW3,SGDClassifier,4,1,6,0.949171270718232
690,THYROID,FLOW3,SGDClassifier,4,1,4,0.9149171270718232
691,THYROID,FLOW3,SGDClassifier,4,1,4,0.5646408839779006
692,THYROID,FLOW3,SGDClassifier,4,1,4,0.9469613259668508
693,THYROID,FLOW3,SGDClassifier,4,1,4,0.16795580110497238
694,THYROID,FLOW3,SGDClassifier,4,1,4,0.8685082872928177
695,THYROID,FLOW3,SGDClassifier,4,1,4,0.9513812154696133
696,THYROID,FLOW3,SGDClassifier,4,1,4,0.9458563535911603
697,THYROID,FLOW3,SGDClassifier,4,1,4,0.8961325966850828
698,THYROID,FLOW3,SGDClassifier,4,1,4,0.9502762430939227
699,THYROID,FLOW3,SGDClassifier,4,1,4,0.09281767955801105
700,THYROID,FLOW3,SGDClassifier,4,2,6,0.8464088397790055
701,THYROID,FLOW3,SGDClassifier,4,2,6,0.9414364640883978
702,THYROID,FLOW3,SGDClassifier,4,2,6,0.9049723756906077
703,THYROID,FLOW3,SGDClassifier,4,2,6,0.09281767955801105
704,THYROID,FLOW3,SGDClassifier,4,2,6,0.25303867403314917
705,THYROID,FLOW3,SGDClassifier,4,2,6,0.7546961325966851
706,THYROID,FLOW3,SGDClassifier,4,2,6,0.09281767955801105
707,THYROID,FLOW3,SGDClassifier,4,2,6,0.9149171270718232
708,THYROID,FLOW3,SGDClassifier,4,2,6,0.9414364640883978
709,THYROID,FLOW3,SGDClassifier,4,2,6,0.943646408839779
710,THYROID,FLOW3,SGDClassifier,4,2,4,0.9447513812154696
711,THYROID,FLOW3,SGDClassifier,4,2,4,0.9447513812154696
712,THYROID,FLOW3,SGDClassifier,4,2,4,0.9281767955801105
713,THYROID,FLOW3,SGDClassifier,4,2,4,0.9359116022099447
714,THYROID,FLOW3,SGDClassifier,4,2,4,0.09281767955801105
715,THYROID,FLOW3,SGDClassifier,4,2,4,0.09281767955801105
716,THYROID,FLOW3,SGDClassifier,4,2,4,0.09281767955801105
717,THYROID,FLOW3,SGDClassifier,4,2,4,0.8519337016574585
718,THYROID,FLOW3,SGDClassifier,4,2,4,0.7093922651933702
719,THYROID,FLOW3,SGDClassifier,4,2,4,0.9414364640883978
720,THYROID,FLOW3,SGDClassifier,4,3,0,0.8906077348066298
721,THYROID,FLOW3,SGDClassifier,4,3,0,0.9149171270718232
722,THYROID,FLOW3,SGDClassifier,4,3,0,0.8287292817679558
723,THYROID,FLOW3,SGDClassifier,4,3,0,0.09281767955801105
724,THYROID,FLOW3,SGDClassifier,4,3,0,0.12486187845303867
725,THYROID,FLOW3,SGDClassifier,4,3,0,0.9348066298342541
726,THYROID,FLOW3,SGDClassifier,4,3,0,0.10828729281767956
727,THYROID,FLOW3,SGDClassifier,4,3,0,0.09281767955801105
728,THYROID,FLOW3,SGDClassifier,4,3,0,0.10718232044198896
729,THYROID,FLOW3,SGDClassifier,4,3,0,0.9480662983425414
730,THYROID,FLOW3,SGDClassifier,4,2,8,0.09281767955801105
731,THYROID,FLOW3,SGDClassifier,4,2,8,0.9458563535911603
732,THYROID,FLOW3,SGDClassifier,4,2,8,0.09281767955801105
733,THYROID,FLOW3,SGDClassifier,4,2,8,0.9569060773480663
734,THYROID,FLOW3,SGDClassifier,4,2,8,0.943646408839779
735,THYROID,FLOW3,SGDClassifier,4,2,8,0.943646408839779
736,THYROID,FLOW3,SGDClassifier,4,2,8,0.09281767955801105
737,THYROID,FLOW3,SGDClassifier,4,2,8,0.9469613259668508
738,THYROID,FLOW3,SGDClassifier,4,2,8,0.09281767955801105
739,THYROID,FLOW3,SGDClassifier,4,2,8,0.9480662983425414
740,THYROID,FLOW3,SGDClassifier,4,3,2,0.09281767955801105
741,THYROID,FLOW3,SGDClassifier,4,3,2,0.09281767955801105
742,THYROID,FLOW3,SGDClassifier,4,3,2,0.9270718232044199
743,THYROID,FLOW3,SGDClassifier,4,3,2,0.8629834254143647
744,THYROID,FLOW3,SGDClassifier,4,3,2,0.96353591160221
745,THYROID,FLOW3,SGDClassifier,4,3,2,0.09281767955801105
746,THYROID,FLOW3,SGDClassifier,4,3,2,0.09281767955801105
747,THYROID,FLOW3,SGDClassifier,4,3,2,0.09281767955801105
748,THYROID,FLOW3,SGDClassifier,4,3,2,0.9513812154696133
749,THYROID,FLOW3,SGDClassifier,4,3,2,0.949171270718232
750,THYROID,FLOW3,SGDClassifier,4,0,2,0.9292817679558011
751,THYROID,FLOW3,SGDClassifier,4,0,2,0.9303867403314917
752,THYROID,FLOW3,SGDClassifier,4,0,2,0.9513812154696133
753,THYROID,FLOW3,SGDClassifier,4,0,2,0.09502762430939227
754,THYROID,FLOW3,SGDClassifier,4,0,2,0.9480662983425414
755,THYROID,FLOW3,SGDClassifier,4,0,2,0.9060773480662984
756,THYROID,FLOW3,SGDClassifier,4,0,2,0.8751381215469614
757,THYROID,FLOW3,SGDClassifier,4,0,2,0.09281767955801105
758,THYROID,FLOW3,SGDClassifier,4,0,2,0.6320441988950276
759,THYROID,FLOW3,SGDClassifier,4,0,2,0.932596685082873
760,THYROID,FLOW3,SGDClassifier,4,3,8,0.09281767955801105
761,THYROID,FLOW3,SGDClassifier,4,3,8,0.8983425414364641
762,THYROID,FLOW3,SGDClassifier,4,3,8,0.09281767955801105
763,THYROID,FLOW3,SGDClassifier,4,3,8,0.09281767955801105
764,THYROID,FLOW3,SGDClassifier,4,3,8,0.09281767955801105
765,THYROID,FLOW3,SGDClassifier,4,3,8,0.9403314917127071
766,THYROID,FLOW3,SGDClassifier,4,3,8,0.09281767955801105
767,THYROID,FLOW3,SGDClassifier,4,3,8,0.09281767955801105
768,THYROID,FLOW3,SGDClassifier,4,3,8,0.09281767955801105
769,THYROID,FLOW3,SGDClassifier,4,3,8,0.09281767955801105
770,THYROID,FLOW3,SGDClassifier,4,0,8,0.63646408839779
